序号,页码,撒尼语读音(我方记法),汉文释义,义项数
6321,250,ze+ no+ Si7 tu+,鸡毛掸子,1
6322,250,ze+ nɔ+,鸡瘟；鸡新城疫,1
6323,250,ze+ nɔ+ mɔ+,瘟鸡；病鸡,1
6324,250,ze+ nɔ7,阉鸡,1
6325,250,ze+ nɛi+ mɔ+ kho+,胆小如鼠,1
6326,250,ze+ phw+,公鸡,1
6327,250,ze+ phɛiJ,母鸡,1
6328,250,ze+ pu+,公鸡啼,1
6329,250,ze+ pw+,鸡窝,1
6330,250,ze+ pɔ+ 1ɛi+,鸡嗉子,1
6331,250,ze+ thɛiJ tsɔ+,一窝鸡,1
6332,250,ze7,样,1
6333,250,ze7 1ɛi+,天井,1
6334,250,ze7 dʑeJ ʑi7,把东西夹在腋下,1
6335,250,ze7 mɛi+,腋下(胳肢窝),1
6336,250,ze7 mɛi+ khw+,蜘蛛网,1
6337,250,ze7 mɛi+ mɔ+,蜘蛛,1
6338,250,ze7 mɛiJ bwJ nw+,孤寒,1
6339,251,ze+ 6ɔ+,鸡虱,1
6340,251,ze+ A+ ne7,麻鸡,1
6341,251,ze+ Sw7 mɔ+,芫荽,1
6342,251,ze+ XɔJ,杀鸡,1
6343,251,ze+ XɔJ,鸡肉,1
6344,251,ze+ ZɔJ,小鸡,1
6345,251,ze+ ZɔJ mv7,孵小鸡,1
6346,251,ze+ ]o7,吆鸡寻食,1
6347,251,ze+ dɔ+ gɿ7,蛋壳,1
6348,251,ze+ dɔ+ tʂhi+ ŋɔ7 mw+,中秋节,1
6349,251,ze+ dɔ+ tʂhiJ mɔ+,臭鸡蛋(俗称寡鸡蛋),1
6350,251,ze+ ghoJ,酉(属鸡年),1
6351,251,ze+ gɿ7,鸡冠,1
6352,251,ze+ ho+,养鸡,1
6353,251,ze+ hɛiJ mɔ+,鸡肫,1
6354,251,ze+ kw+ Vw+ tʂhɔJ,纺车,1
6355,251,ze+ kɔ+ Vw+,纺线,1
6356,251,ze+ o+ o7 ZɔJ,小泥鸡(玩具),1
6357,251,ze+ o7 bw+,鸡头凤,1
6358,251,ze+ tʂhi+ du+,①鸡足迹 ②鸡窝,2
6359,251,ze+ tʂhi+ du+,鸡窝,1
6360,251,ze+ tʂhi+ ge7 mw+,扫帚菌,1
6361,251,ze+ tʂhiJ,鸡粪,1
6362,251,ze+ ʑi7 tʂhoJ,种鸡,1
6363,251,zeJ,①编 ②织 ③栅,3
6364,251,zeJ mɔ+,篦子(织布用的),1
6365,251,zeJ mɛi+,箩,1
6366,251,zeJ mɛi+ doJ,梦话,1
6367,251,zeJ mɛi+ ho+,做梦,1
6368,251,zeJ mɛi+ ho+ dʑiJ duJ,摸模糊糊,1
6369,251,zeJ mɛi+ zeJ Si+ tʂho+,梦游症,1
6370,251,zeJ nÃJ,越南,1
6371,251,zeJ pe+,编,1
6372,251,zeJ tʂhiJ,织布,1
6373,251,zeJ tʂhwJ,梭子,1
6374,252,zeJ tɛi7 Xɛi+ nɛiJ tʂhwJ ZɛiJ tʂhwJ theJ tʂhwJ tsiJ tʂiJ 6ɛiJ,元江哈尼族彝族傣族自治县,1
6375,252,zeJ tʂhiJ tu+,织布机,1
6376,252,zeJ tʂhɔJ,织布机,1
6377,252,zɛ+,①慢 ②笑 ③群(量词),3
6378,252,zɛ+ SiJ,笑容,1
6379,252,zɛ+ SɛiJ,含笑,1
6380,252,zɛ+ be+ zɛ+ be+ mw+,谈笑风生,1
6381,252,zɛ+ boJ zɛ+ 1AJ,嘻嘻哈哈,1
6382,252,zɛ+ tʂo+,正在笑,1
6383,252,zɛ+ ʑi+,好笑；诙谐,1
6384,252,zɛ+ ʑi+ be+ go+,开玩笑,1
6385,252,zɛ+ ʑi+ doJ,笑话,1
6386,252,zɛ+ ʑi+ mɛiJ ZɔJ,绰号,1
6387,252,zɛ+ ʑi+ zɛ+ SɛiJ,和气,1
6388,252,zɛ+ ʑi7,微笑,1
6389,252,zɛ7,①蓄 ②赎,2
6390,252,zɛ7 ]oJ,积累,1
6391,252,zɛ7 bɛi+,积蓄,1
6392,252,zɛ7 dɛiJ SwJ dɛiJ,省吃俭用,1
6393,252,zɛ7 goJ 1ɛi+,赎回来,1
6394,252,zɛ7 tɔ7,积存,1
6395,252,zɛ7 ʑɔ+,积聚,1
6396,252,zẽ+,,0
6397,252,zẽ+ zeJ,演员,1
6398,253,zA+,呀(啊呀的呀),1
6399,253,zA7,哑,1
6400,253,zA7 1ɛi+,比较,1
6401,253,zA7 gɿ7,底样,1
6402,253,zA7 tsi+,样子；模样；形状；形式；式样,1
6403,253,zA7 tsi+ tʂi7,打扮,1
6404,253,zA7 tsi+ ʑɛi+,走样,1
6405,253,zA7 tu+,样板,1
6406,253,zA7 tʂɔJ,重要,1
6407,253,zA7 tʂɔJ ʑɔ+,关键；要害；重点,1
6408,253,zɛ+ Xw+,爱笑,1
6409,253,zɛ+ ghe+,捧腹大笑,1
6410,253,zɛ+ khuJ,笑声,1
6411,253,zɛ+ kw7,会笑(指婴儿),1
6412,253,zɛ+ zɛ+ Sɔ+ mw+,慢条斯理,1
6413,253,zɛ+ zɛ+ mw+,慢,1
6414,253,zɛ+ ʑi+ kw+ gɔ+,耍笑,1
6415,253,zɛ+ ʑɔ+,笑柄,1
6416,253,zɛJ,大,1
6417,253,zɛJ duJ,上级领导机关,1
6418,253,zɛJ hɛi7,①大小 ②老少 ③粗细,3
6419,253,zɛJ hɛi7 fɛi+ kw7,有礼貌,1
6420,253,zɛJ kw7 zɛJ mɔJ kw7,巨大,1
6421,253,zɛJ phɔJ,长者,1
6422,253,zɛJ pi7,长辈,1
6423,253,zɛJ thɿJ pi7,老一辈,1
6424,253,zɛJ zɛJ mw+,盛大,1
6425,253,zɛJ ʑɔ+,上级,1
6426,253,zɛi+,捞,1
6427,253,zɛi+ dzoJ,捞吃,1
6428,254,zAJ,牙,1
6429,254,zAJ Zɔ+,鸦片,1
6430,254,zAJ Zɛi7 mɔ+,洋芋,1
6431,254,zAJ fÃJ tʂhiJ,火柴,1
6432,254,zAJ fÃJ tʂhɛiJ,擦火,1
6433,254,zAJ kɔ+,牙膏,1
6434,254,zAJ tʂɔ+,肥皂,1
6435,254,zAJ tʂɛi+ mɔ+,洋姜,1
6436,254,zAJ ʂuÃJ,牙刷,1
6437,254,zɔ+,妖,1
6438,254,zɔ+ tʂhɔJ,要求,1
6439,254,zɛi+,优,1
6440,254,zɛi+ dʑiJ,纠缠,1
6441,254,zɛiJ,邮,1
6442,254,zɛiJ tʂwJ,邮局,1
6443,254,zɛiJ tʂɛiJ tuiJ,游击队,1
6444,255,kA7,①比赛 ②皴,2
6445,255,kA7 ]ɔJ mɔ+,螺蛳,1
6446,255,kA7 kÃJ,肉(童语),1
6447,255,kA7 tʂhɛiJ,告辞,1
6448,255,kA7 ʑoJ dɔ+ mɔ+,蚁卵,1
6449,255,kA7 ʑoJ mɔ+,蚂蚁,1
6450,255,kA7 ʑoJ tʂhi+ du+,蚂蚁窝,1
6451,255,kI7,让,1
6452,255,kI7 gwJ mɔ+,雁,1
6453,255,ke7,改(亩改帕的改),1
6454,255,keJ,(此字在古彝文碑上读[tʂhoJ]即立起来的意思),1
6455,255,keJ mɔ7,革命,1
6456,255,keJ tsi+,格子,1
6457,255,kɛi+,解,1
6458,255,kɛi+ fÃ7,解放,1
6459,255,kɛi+ fÃ7 tʂɛi+,解放军,1
6460,255,kɛi+ tʂɛiJ,①解决 ②阶级,2
6461,255,kẽ+,跟,1
6462,255,kẽ+ tʂu7,追究,1
6463,256,kA+,稿,1
6464,256,kA+ 1AJ mɔ+,橄榄,1
6465,256,kA+ 1ɔ7 mɔ+,冰柱,1
6466,256,kA+ Xw+,钢铁,1
6467,256,kA+ Xw+ ẽ7,炼钢,1
6468,256,kA+ bɛi+,灶,1
6469,256,kA+ dɛi+ 1ɛi+ mɔ+,蟋蟀,1
6470,256,kA+ pw+ mɔ+,蚂蚱,1
6471,256,kA+ pw+ nɛi+ ʑo+ ZɔJ,蝗虫(指绿的蝗虫),1
6472,256,kA+ tʂi+,①容纳 ②稍微,2
6473,256,kA+ tʂi+ 6ɔ+,勉强,1
6474,256,kA7 ʑoJ ʑi+,飞蚂蚁,1
6475,256,kAJ,措,1
6476,256,kAJ Si+ fwJ,泸西(县名),1
6477,256,kÃJ,告,1
6478,256,kÃJ pwJ,干部,1
6479,256,kÃJ tʂɔJ,干劲,1
6480,256,kɔ+,①跟；同 ②添；加,2
6481,256,kɔ+ 6ɔ7,高兴,1
6482,256,kɔ+ dlÃ+,冲淡,1
6483,256,kɔ+ kɔ+ pe+,集体；打伙；合伙,1
6484,256,kɔ7,①中 ②三(排行第三),2
6485,256,kɔ7 ko+,中心；中间,1
6486,256,kɔ7 ko+ thɿJ fɛi7,中等,1
6487,256,kɔ7 ko+ tʂho+,证人,1
6488,256,kɔ7 kɔ7 ZɔJ,老三,1
6489,256,kɔ7 tsi+,中间；间隙,1
6490,257,kɔ+,①路 ②过,2
6491,257,kɔ+ bÃ+ ZɔJ,①小路 ②羊肠小道,2
6492,257,kɔ+ dʑi+ dʑiJ,走过去了,1
6493,257,kɔ+ dʑi7 ɛi+,岔路,1
6494,257,kɔ+ mɔ+,①路；路程；交通 ②道理；情理；理由,2
6495,257,kɔ+ mɔ+ 6ɛiJ ʑɛi+,带路；引路,1
6496,257,kɔ+ mɔ+ ZɔJ,小路,1
6497,257,kɔ+ mɔ+ dʑiJ,指路,1
6498,257,kɔ+ mɔ+ geJ,赶路,1
6499,257,kɔ+ mɔ+ ghoJ,铺路,1
6500,257,kɔ+ mɔ+ gɛi+ goJ,离路,1
6501,257,kɔ+ mɔ+ kw+,筑路；修路,1
6502,257,kɔ+ mɔ+ mɔJ tʂo+,①绝路 ②无理,2
6503,257,kɔ+ mɔ+ nɛi+,①公道 ②顺路走,2
6504,257,kɔ+ mɔ+ thɿJ tʂo+ ʑɛi+,间路,1
6505,257,kɔ+ mɔ+ tʂhe+ gɔ+ be+,评理,1
6506,257,kɔ+ mɔ+ tʂɛi+,绕道,1
6507,257,kɔ+ mɔ+ ʑA7,让路,1
6508,257,kɔ+ mɔ+ ʑi+ ʑi+,顺路；沿路,1
6509,257,kɔ+ mɔ+ ʑo+,讲理,1
6510,257,kɔ+ mɔ+ ʑɛi+,行走；走路,1
6511,257,kɔ+ mɔ+ ʑɛi+ ne7 Xɔ+,迷路,1
6512,257,kɔ+ mɔ+ ʑɛi+ tʂho+,行人,1
6513,257,kɔ+ mɔ+ ʑɛiJ zwJ tu+,路费；旅费,1
6514,257,kɔ+ phɛi+ duJ,半路；半途,1
6515,257,kɔ+ tsi+,相遇,1
6516,257,kɔ+ tsɔ+,路旁,1
6517,257,kɔ+ tɛi+,经过,1
6518,257,kɔ+ tʂÃJ,①好转；好过(指生活) ②好走,2
6519,257,kɔ+ ʑi+,越过,1
6520,257,kɔ+ ʑɛi+,沟通,1
6521,258,ko+,①里(里面；里边) ②亲戚,2
6522,258,ko+ bɔJ,渣滓,1
6523,258,ko+ bɔJ ko+ nÃ+,渣滓,1
6524,258,ko+ tʂhÃJ,锅铲,1
6525,258,ko7,果,1
6526,258,ko7 Zɔ+ tʂɔ7,过分,1
6527,258,ko7 Zɔ+ tʂɔ7 ZɛiJ,太大,1
6528,258,ko7 Zɔ+ tʂɔ7 mɛi+ 6ɛi+,太久；太长,1
6529,258,ko7 Zɔ+ tʂɔ7 nɔ7,过多,1
6530,258,ko7 bwJ,过失,1
6531,258,ko7 tʂo+,罪恶,1
6532,258,kɔ+ Xɔ+,过去,1
6533,258,kɔ+ Xɔ+ mɔJ dʑiJ,过意不去,1
6534,258,kɔ+ ghɛi+,路口,1
6535,258,kɔ+ ko+ hɛi+,公房,1
6536,258,kɔ+ ko+ ʑiJ,公事,1
6537,258,kɔ+ kɔ+,共同,1
6538,258,kɔ+ tʂhɔJ tʂhe+ de+,上车,1
6539,258,kɔ+ ʑi+,放哨,1
6540,258,kɔ+ ʑi+ kɔ+ 1ɛi+,来来往往,1
6541,258,kɔ+ ʑi+ meJ,哨兵,1
6542,258,kɔ+ ʑo7 ʑɔ+,难关,1
6543,258,kɔJ,告,1
6544,258,kɔJ dlɛi+,搭坏,1
6545,258,kɔJ ʑo+,打搅,1
6546,258,kɛi+,筛(动词),1
6547,258,kɛi+ Xo+,筛净,1
6548,258,kɛi+ tsi+,橘子,1
6549,258,kɛi+ tsi+ mɔ+,茄子,1
6550,258,kɛi+ tsi+ ʑi+,茄子秧,1
6551,259,ko+,①量(用容器量) ②快,2
6552,259,ko+ A+,快了,1
6553,259,ko+ ge7,亲戚,1
6554,259,ko+ ko+,快快,1
6555,259,ko+ mw+ dɔ+,快点,1
6556,259,ko+ tʂɔ7,急忙；赶快,1
6557,259,koJ,①回 ②折(折弯),2
6558,259,koJ,国,1
6559,259,koJ 1ɛi+,回来,1
6560,259,koJ 1ɛi+ koJ 1ɛi+,再三；屡次,1
6561,259,koJ VwJ ZɛiJ,国务院,1
6562,259,koJ fÃJ,国防,1
6563,259,koJ mɛiJ tÃ+,国民党,1
6564,259,koJ pɛi7,重复,1
6565,259,koJ pɛi7 be+,重申,1
6566,259,koJ tʂA+,国家,1
6567,259,koJ tʂi+ koJ tɛiJ mɔ+,鹧鸪,1
6568,259,koJ ʑi+,回去,1
6569,259,kõ+,工,1
6570,259,kõ+ 6ɛi+ ɛiJ,供销社,1
6571,259,kõ+ ]iAJ,公粮,1
6572,259,kõ+ fɛi+,公分,1
6573,259,kõ+ phɛiJ,公平,1
6574,259,kõ+ pwJ,公布,1
6575,259,kõ+ tʂhÃ+,工厂,1
6576,259,kõ+ zeJ,工人,1
6577,259,kõJ,共,1
6578,259,kõJ 6ɛiJ,贡献,1
6579,259,kõJ tʂhiJ thwJ,共青团,1
6580,259,kõJ tʂhÃ+ tÃ+,共产党,1
6581,259,kɤ7,时候,1
6582,259,kɤ7 jw7,竹节草,1
6583,260,ku+,①创造 ②绣 ③医 ④做 ⑤架(动词) ⑥造 ⑦修 ⑧作,8
6584,260,ku+ bo+,富裕起来,1
6585,260,ku+ bwJ,背(自动),1
6586,260,ku+ bɛi+,堆(动词),1
6587,260,ku+ bɛiJ,举行摔跤,1
6588,260,ku+ fɛi+,穿(使动),1
6589,260,ku+ fɛi+,瓜分,1
6590,260,ku+ mɛi+,有空,1
6591,260,ku+ phi7,弄坏,1
6592,260,ku+ pw7,弄倒,1
6593,260,ku+ pɛi7,返工,1
6594,260,ku7,①鲁莽 ②梗(梗着脚的梗),2
6595,260,ku7 kw7 Zɔ+,野蛮,1
6596,260,ku7 nɔ+,梗痛,1
6597,260,ku7 ʑA+,梗伤,1
6598,260,kɤ+,①锯(动词) ②割,2
6599,260,kɤ+ Xɔ+,割掉,1
6600,260,kɤ+ thɿ7,锯断,1
6601,260,kɤ+ tʂhɛi+,割断,1
6602,260,kɤ+ ʑɔ7,难割；难锯,1
6603,260,kɤJ,够,1
6604,260,kɤJ 6ɛi+ tẽ7,购销店,1
6605,261,ku+ 1A7,弄坏,1
6606,261,ku+ 1AJ,弄倒,1
6607,261,ku+ 1ɛi+,愿意做,1
6608,261,ku+ 1ɛi+,容易做,1
6609,261,ku+ SA7,熟悉,1
6610,261,ku+ Se+,粗糙,1
6611,261,ku+ Si7,逼真,1
6612,261,ku+ SɛiJ,熟练,1
6613,261,ku+ VeJ,挑(自动),1
6614,261,ku+ VɛiJ,穿(自动),1
6615,261,ku+ d]e+,败坏；弄坏,1
6616,261,ku+ dlÃ+,冲淡,1
6617,261,ku+ dlɔ+,成功,1
6618,261,ku+ dlɛiJ,弄断,1
6619,261,ku+ doJ,倒(使动),1
6620,261,ku+ dzo+,习惯,1
6621,261,ku+ dzɔJ,吃(自动),1
6622,261,ku+ dɛiJ,打,1
6623,261,ku+ dʑJ,戴(自动),1
6624,261,ku+ dʑo+,上锁,1
6625,261,ku+ fɔ7,①可惜 ②浪费,2
6626,261,ku+ ne+ bɛi+,染成黑色,1
6627,261,ku+ no7,做过,1
6628,261,ku+ nÃ+,摆弄；捉弄,1
6629,261,ku+ nɔ+,捣碎,1
6630,261,ku+ nɔ7,过多,1
6631,261,ku+ nɛ7,遗失,1
6632,261,ku+ nɛi+,请坐,1
6633,261,ku+ nɛi+,收听,1
6634,261,ku+ tdɔ+,燃烧,1
6635,261,ku+ tdɔ7,闩起门,1
6636,261,ku+ te+,抱(自动),1
6637,261,ku+ thɿ7,弄断,1
6638,261,ku+ tɔ+,创立；建立,1
6639,261,ku+ tɛi+,碰着,1
6640,261,ku+ tʂhi+,做到,1
6641,261,ku+ tʂhiJ,①能够 ②堵塞,2
6642,261,ku+ tʂho7,做错,1
6643,261,ku+ tʂhwJ,办坏,1
6644,261,ku+ tʂhɛi+,弄断,1
6645,261,ku+ tʂi+,称,1
6646,261,ku+ tʂi7,喝(自动),1
6647,261,ku+ tʂi7,敢做敢为,1
6648,261,ku+ tʂo+,正在做,1
6649,261,ku+ tʂo+,转动,1
6650,261,ku+ tʂÃJ,好办,1
6651,261,ku+ tʂɛi7,窝藏,1
6652,261,ku+ zwJ,使用,1
6653,261,ku+ ʑi7,试验,1
6654,261,ku+ ʑɛi+,畅通,1
6655,262,ku+ 6eJ,摘,1
6656,262,ku+ 6eJ,率领,1
6657,262,ku+ 6ɔ+,恨,1
6658,262,ku+ 6ɛi7,睡(使动),1
6659,262,ku+ Xo+,干净,1
6660,262,ku+ XoJ,做对了,1
6661,262,ku+ Xw+,肯干,1
6662,262,ku+ Xw7,威胁,1
6663,262,ku+ Xɔ+ 1ɔ7,完成了,1
6664,262,ku+ Xɔ7,爱好,1
6665,262,ku+ Zɛi+,嘲笑,1
6666,262,ku+ ZɛiJ,躺下(自动),1
6667,262,ku+ dzɛi+,开始；动手,1
6668,262,ku+ geJ,赶走,1
6669,262,ku+ ghe+,能干,1
6670,262,ku+ ghoJ,铺垫,1
6671,262,ku+ ghoJ,赔还,1
6672,262,ku+ ghw+,堆积,1
6673,262,ku+ ghwJ,欺骗,1
6674,262,ku+ gw+,做完,1
6675,262,ku+ gɔJ,披上(自动),1
6676,262,ku+ gɔJ,垦荒,1
6677,262,ku+ gɛi+,玩弄；摆弄,1
6678,262,ku+ gɛi7,披上(使动),1
6679,262,ku+ ho+,养,1
6680,262,ku+ hoJ,搅稀,1
6681,262,ku+ hwJ,燃着,1
6682,262,ku+ hɔ+,戴上,1
6683,262,ku+ hɿ7,站(使动),1
6684,262,ku+ hɿJ,站(自动),1
6685,262,ku+ khui+,吃亏,1
6686,262,ku+ khw+,磨(使动),1
6687,262,ku+ khɔJ,考验,1
6688,262,ku+ khɛi+,撬开,1
6689,262,ku+ kuA7 ʑi+,娇惯,1
6690,262,ku+ o7 theJ,助长,1
6691,262,ku+ tɛi7,煮(自动),1
6692,262,ku+ tʂhɛi+,派遣,1
6693,262,ku+ ŋo7,欲为,1
6694,262,ku+ ŋw+,逗哭,1
6695,262,ku+ ŋw+,摇动,1
6696,262,ku+ ŋɔ7,犁(动词),1
6697,262,ku+ ŋɛiJ,剩余,1
6698,262,ku+ ʑi+,弄死,1
6699,262,ku+ ʑo7,好意思做,1
6700,262,ku+ ʑɔ+,获得,1
6701,262,ku+ ʑɔ7,难办,1
6702,262,ku+ ʑɛiJ,审问,1
6703,262,kuJ,棺材,1
6704,263,kuJ dlw+,装殓,1
6705,263,kuJ ku+,做棺材,1
6706,263,kuJ nõJ,雇农,1
6707,263,kuJ phiJ,棺材板,1
6708,263,kw+,蜕(名词),1
6709,263,kw+,①身 ②娶,2
6710,263,kw+ pw+,身体,1
6711,263,kw+ pw+ nɛi7 pe+,系腰带,1
6712,263,kw+ pw+ tʂhiJ,①月经 ②洗澡,2
6713,263,kw+ pw+ tʂhɛi+ 1ɔ7,怀孕(雅语),1
6714,263,kw+ thɛiJ pw+,全身,1
6715,263,kw+ ʑo+,出生；出世,1
6716,263,kw-+,里面,1
6717,263,kw7,跪,1
6718,263,kw7,九,1
6719,263,kw7 nɛi+,九天,1
6720,263,kw7 r tʂhɛi+,九十,1
6721,263,kw7 r tʂhɛi+ kw7,九十九,1
6722,263,kw7 r tʂhɛi+ kw7 ghoJ ]oJ,临终之日,1
6723,263,kw7 tʂhɛi+,跪下,1
6724,263,kw7 ʑɔJ,九个工,1
6725,263,kwJ,,0
6726,263,kwJ ]eJ,长箩；挑箩；谷篮,1
6727,264,kuA7,惦,1
6728,264,kuA7 ]ɔ7,惦念,1
6729,264,kuA7 dɛi+,划通洞,1
6730,264,kuA7 dʑiJ,挂念,1
6731,264,kuA7 ne+,占卜,1
6732,264,kuA7 pe+,记录,1
6733,264,kuA7 phi7,划破,1
6734,264,kuA7 tʂhiJ,记上,1
6735,264,kuA7 ʑA+,撕破,1
6736,264,kuAJ,管理,1
6737,264,kuAJ bɛi+,刮成堆,1
6738,264,kuAJ tʂÃJ,管好,1
6739,264,kue7,①古怪 ②埋怨,2
6740,264,kue7 heJ,①过于 ②过头,2
6741,264,kue7 heJ nɔ7 mɛi+,太啰嗦,1
6742,264,kue7 mɔJ dʑiJ,莫怪人,1
6743,264,kue7 pw+ te+,难怪,1
6744,264,kui+,规,1
6745,264,kui+ Xui7,规划,1
6746,264,kui+ tʂi7,规定,1
6747,264,kui7,鬼,1
6748,264,kui7 tʂw+,贵州,1
6749,264,kuÃ+,官,1
6750,264,kuÃ+ 6i7,关系,1
6751,264,kuÃ+ 6ɔ+,广西,1
6752,264,kuÃ+ tẽ+,观点,1
6753,264,kuÃJ,冠,1
6754,264,kuÃJ tʂi7,冠军,1
6755,265,khe+,开,1
6756,265,khe+ 6wJ,开学,1
6757,265,khe+ Xui7,开会,1
6758,265,khe+ tʂhwJ,开除,1
6759,265,kheJ,克,1
6760,265,kheJ fwJ,克服,1
6761,265,kheJ tʂhi7,客气,1
6762,265,khɛi+,①他 ②那,2
6763,265,khɛi+ Si7,①如此 ②像他；相似,2
6764,265,khɛi+ Zɛi+,那样,1
6765,265,khɛi+ Zɛi+ ze+ gɔ+,因此,1
6766,265,khɛi+ ZɛiJ+,那么大,1
6767,265,khɛi+ ]ɔ+,那个,1
6768,265,khɛi+ ]ɛi+ ghe+ zo+,唯我独尊,1
6769,265,khɛi+ dʑiJ,将就,1
6770,265,khɛi+ dʑiJ ʑw+,算了,1
6771,265,khɛi+ dʑɛiJ,那些,1
6772,265,khɛi+ thɔJ,那时,1
6773,265,khɛi+ thɛiJ kɿ7,①从前 ②那个时候,2
6774,265,khɛi+ thɛiJ nɛi+,①当天 ②那一天,2
6775,265,khɛi+ tɔ+,那里,1
6776,265,khɛi+ tɔ7,那边,1
6777,265,khɛi+ ʑiJ,他们,1
6778,265,khɛi+ ʑiJ niJ mɔ+,他俩,1
6779,265,khɛi+ ʑiJ tu+ tu+,他们自己,1
6780,265,khɛi+ ʑo7,那边,1
6781,265,khɛi+ ʑɔ+,他的,1
6782,266,khA+,①钖 ②扣,2
6783,266,khA+ SiJ mɔ+,卡司玛(姑娘头上的一种金属装饰品),1
6784,266,khA+ duJ,挖钖矿,1
6785,266,khA+ pe+,扣住,1
6786,266,khA+ tdɔ+ mɔ+,钖锭,1
6787,266,khA+ tʂhiJ,扣上,1
6788,266,khAJ,烤,1
6789,266,khAJ dɔ+ tʂhiJ,扛得动,1
6790,266,khAJ dʑiJ,扛着,1
6791,266,khAJ pe+,扛来堆在一起,1
6792,266,khAJ tʂi7,扛(摔跤专用语),1
6793,266,khɔ+,哪,1
6794,266,khɔ+ tɔ7,哪边,1
6795,266,khɔ7,①遮 ②靠,2
6796,266,khɔ7 VwJ,靠稳,1
6797,266,khɔ7 dʑiJ,靠着,1
6798,266,khɔ7 dʑiJ dɛiJ,牢靠,1
6799,266,khɔ7 tu+,帐子,1
6800,266,khɔJ,①有效；灵验 ②距离 ③考,3
6801,266,khɔJ Xɔ+,有效,1
6802,266,khɔJ ]ɔ7,病愈,1
6803,266,khɔJ gw+,考入；录取,1
6804,267,kho+,①如同 ②比,2
6805,267,kho-+,可,1
6806,267,kho-+ khe+ Zɔ+,枯萎,1
6807,267,kho-+ ʑi+,枯死,1
6808,267,khoJ,课,1
6809,267,khoJ,①六 ②缺,2
6810,267,khoJ khoJ tʂhɔJ tʂhɔJ,空空虫(象声词),1
6811,267,khɔ+ Zɛi+ Zɛi+,好大；很大；硕大,1
6812,267,khɔ+ Zɛi+ ku+,怎么办,1
6813,267,khɔ+ Zɛi+ kɔ+,何故,1
6814,267,khɔ+ Zɛi+ ze+ dʑiJ,总之,1
6815,267,khɔ+ Zɛi+ ŋɛi+,为什么,1
6816,267,khɔ+ dʑi+ dʑi+ ze+,很漂亮；很好,1
6817,267,khɔ+ no+ no+,好久；许久,1
6818,267,khɔ+ nɔ+,多少,1
6819,267,khɔ+ nɔ+ 1wJ,几个,1
6820,267,khɔ+ nɔ+ nɛi+,几天,1
6821,267,khɔ+ nɛi+ ʑoJ,至少,1
6822,267,khɔ+ o+,哪里,1
6823,267,khɔ+ o+ mɔJ ŋɛi+,处处；到处,1
6824,267,khɔ+ o+ ʑi+,上哪里去,1
6825,267,khɔ+ thɔJ,何时；几时,1
6826,267,khɔ+ ʑo7,哪边,1
6827,268,khoJ 1w+ 1w+,缺乏,1
6828,268,khoJ 1wJ,六个,1
6829,268,khoJ tÃJ,扩大,1
6830,268,khu+,烧,1
6831,268,khu+ dzɔJ,烧吃,1
6832,268,khu+ dʑJ,烧焦,1
6833,268,khu+ mɛi+,烧熟,1
6834,268,khu+ ŋuJ XɔJ,杀牛(专指火把节时杀牛),1
6835,268,khu7,环,1
6836,268,khu7 dʑiJ,拘留,1
6837,268,khu7 pe+,扣起来,1
6838,268,khu7 tɔ7,扣留,1
6839,268,khuJ,①声音；嗓子 ②苦,2
6840,268,khuJ dɛiJ,刻苦；勤劳,1
6841,268,khuJ dɛiJ ]i7 dɛiJ,辛勤,1
6842,268,khuJ my+,声音高,1
6843,268,khuJ my+ pu7,喉咙,1
6844,268,khuJ the+,声音清脆,1
6845,268,khõ7,可,1
6846,268,khõ7 tsi+,空子,1
6847,268,khõ7 tsɯJ,抽空,1
6848,268,khõ7 ʑA7,上课,1
6849,268,khɤ+,灵,1
6850,268,khɤ+ Sɛi+,伶俐；灵敏；活泼；敏捷,1
6851,268,khɤ+ ]iAJ,口粮,1
6852,269,khuJ Xɛi+,库吼调(指撒尼人唱的一种曲调),1
6853,269,khuJ Zɛi+,声音清脆,1
6854,269,khuJ ]ɔJ ɛiJ,闷声闷气,1
6855,269,khuJ doJ ghoJ,答应,1
6856,269,khuJ dɛiJ SwJ dɛiJ,勤俭,1
6857,269,khuJ dɛiJ tsw7 dɛiJ,任劳任怨,1
6858,269,khuJ ghe+,吃苦耐劳,1
6859,269,khuJ tʂi7 khuJ ʑA+,嗓音,1
6860,269,khuJ tʂÃJ,嗓音好,1
6861,269,khuJ tʂɛi7,高声,1
6862,269,khuJ zwJ kw7,会用嗓,1
6863,269,khuJ ʑo7 ]ɔ7,辛苦了,1
6864,269,khuJ ʑo7 tsi7,受苦,1
6865,269,khw+,①角 ②角落,2
6866,269,khw+ ]i+,菜园子,1
6867,269,khw+ nwJ,①长角 ②发芽,2
6868,269,khw+ nɛi+,矮,1
6869,269,khw+ the+,角尖；锋利,1
6870,269,khw-+,①街 ②磨(动词),2
6871,269,khw-+ bɔJ,街子散,1
6872,269,khw-+ geJ,赶街,1
6873,269,khw-+ hɿJ,上街,1
6874,269,khw-+ nɔ+,磨细,1
6875,269,khw-+ nɛi+,街子天,1
6876,269,khw-+ nɛi+ tɛi+,逢街期,1
6877,269,khw-+ tɛi+,市场；集市,1
6878,269,khw-+ tɛi+ kuA7,逛街,1
6879,269,khwJ,①偷 ②气,2
6880,269,khwJ Xɔ+,巧取,1
